"doc_index","content_type","style_name","text","level","num_id"
2052,"paragraph",NA,"",NA,NA
2053,"paragraph",NA,"",NA,NA
2054,"paragraph",NA,"38:20-38:35",NA,NA
2055,"paragraph",NA,"And so undercutting what it's doing, which is legitimately interpreting the case before it and the law before it, which refers to the principles of the Treaty of Waitangi, is a really unhelpful thing for our democracy in general.",NA,NA
2056,"paragraph",NA,"",NA,NA
2057,"paragraph",NA,"",NA,NA
2058,"paragraph",NA,"38:35-38:37",NA,NA
2059,"paragraph",NA,"It undermines our democracy and it's very functioning.",NA,NA
2060,"paragraph",NA,"",NA,NA
2061,"paragraph",NA,"",NA,NA
2062,"paragraph",NA,"38:38-38:47",NA,NA
2063,"paragraph",NA,"And actually a healthy judiciary that does its job separate from parliament and the executive is key.",NA,NA
2064,"paragraph",NA,"",NA,NA
2065,"paragraph",NA,"",NA,NA
2066,"paragraph",NA,"38:48-38:50",NA,NA
2067,"paragraph",NA,"Thanks, Natalie. We've got Debbie and then Tam.",NA,NA
2068,"paragraph",NA,"",NA,NA
2069,"paragraph",NA,"",NA,NA
2070,"paragraph",NA,"38:50-38:54",NA,NA
2071,"paragraph",NA,"Thank you, T'Chia. A tēnā, Pēnēle. It's great to hear your submission.",NA,NA
2072,"paragraph",NA,"",NA,NA
2073,"paragraph",NA,"",NA,NA
2074,"paragraph",NA,"38:54-38:57",NA,NA
2075,"paragraph",NA,"In your submission, you spoke about this Bill of Step Backwards,",NA,NA
2076,"paragraph",NA,"",NA,NA
2077,"paragraph",NA,"",NA,NA
2078,"paragraph",NA,"38:57-39:00",NA,NA
2079,"paragraph",NA,"locking the treaty into a static, outdated framework,",NA,NA
2080,"paragraph",NA,"",NA,NA
2081,"paragraph",NA,"",NA,NA
2082,"paragraph",NA,"39:01-39:04",NA,NA
2083,"paragraph",NA,"and mentioned Iwi settlements in the Aroha to the nation,",NA,NA
2084,"paragraph",NA,"",NA,NA
2085,"paragraph",NA,"",NA,NA
2086,"paragraph",NA,"39:04-39:06",NA,NA
2087,"paragraph",NA,"and their desire for peace.",NA,NA
2088,"paragraph",NA,"",NA,NA
2089,"paragraph",NA,"",NA,NA
2090,"paragraph",NA,"39:06-39:10",NA,NA
2091,"paragraph",NA,"In your experience, re-litigating and the risk that this does,",NA,NA
2092,"paragraph",NA,"",NA,NA
2093,"paragraph",NA,"",NA,NA
2094,"paragraph",NA,"39:11-39:14",NA,NA
2095,"paragraph",NA,"and re-litigating not only current settlements,",NA,NA
2096,"paragraph",NA,"",NA,NA
2097,"paragraph",NA,"",NA,NA
2098,"paragraph",NA,"39:15-39:16",NA,NA
2099,"paragraph",NA,"but historical settlements,",NA,NA
2100,"paragraph",NA,"",NA,NA
2101,"paragraph",NA,"",NA,NA
2102,"paragraph",NA,"39:16-39:20",NA,NA
2103,"paragraph",NA,"and having a government that ignores Indigenous rights in Aotearoa,",NA,NA
2104,"paragraph",NA,"",NA,NA
2105,"paragraph",NA,"",NA,NA
2106,"paragraph",NA,"39:20-39:21",NA,NA
2107,"paragraph",NA,"what does that look like?",NA,NA
2108,"paragraph",NA,"",NA,NA
2109,"paragraph",NA,"",NA,NA
2110,"paragraph",NA,"39:22-39:24",NA,NA
2111,"paragraph",NA,"What does that look like, particularly for you",NA,NA
2112,"paragraph",NA,"",NA,NA
2113,"paragraph",NA,"",NA,NA
2114,"paragraph",NA,"39:24-39:27",NA,NA
2115,"paragraph",NA,"in your sphere of industry and influence?",NA,NA
2116,"paragraph",NA,"",NA,NA
2117,"paragraph",NA,"",NA,NA
2118,"paragraph",NA,"39:27-39:31",NA,NA
2119,"paragraph",NA,"What this bill would do would obliterate 40 years of jurisprudence",NA,NA
2120,"paragraph",NA,"",NA,NA
2121,"paragraph",NA,"",NA,NA
2122,"paragraph",NA,"39:31-39:33",NA,NA
2123,"paragraph",NA,"that's built up around this particular subject matter.",NA,NA
2124,"paragraph",NA,"",NA,NA
2125,"paragraph",NA,"",NA,NA
2126,"paragraph",NA,"39:35-39:37",NA,NA
2127,"paragraph",NA,"And so Te Tiriti or Waitangi, as you know,",NA,NA
2128,"paragraph",NA,"",NA,NA
2129,"paragraph",NA,"",NA,NA
2130,"paragraph",NA,"39:37-39:41",NA,NA
2131,"paragraph",NA,"is paper-potted across a whole range of different pieces of legislation",NA,NA
2132,"paragraph",NA,"",NA,NA
2133,"paragraph",NA,"",NA,NA
2134,"paragraph",NA,"39:41-39:45",NA,NA
2135,"paragraph",NA,"and is relevant across all areas of law that are relevant to Māori,",NA,NA
2136,"paragraph",NA,"",NA,NA
2137,"paragraph",NA,"",NA,NA
2138,"paragraph",NA,"39:45-39:46",NA,NA
2139,"paragraph",NA,"which is most areas of law.",NA,NA
2140,"paragraph",NA,"",NA,NA
2141,"paragraph",NA,"",NA,NA
2142,"paragraph",NA,"39:46-39:50",NA,NA
2143,"paragraph",NA,"what this do would require re-litigation of what this all means.",NA,NA
2144,"paragraph",NA,"",NA,NA
2145,"paragraph",NA,"",NA,NA
2146,"paragraph",NA,"39:50-39:52",NA,NA
2147,"paragraph",NA,"Because on the one hand, it's saying let's uphold treaty settlements",NA,NA
2148,"paragraph",NA,"",NA,NA
2149,"paragraph",NA,"",NA,NA
2150,"paragraph",NA,"39:53-39:57",NA,NA
2151,"paragraph",NA,"that recognise an ongoing relationship in accordance with te tiriti,",NA,NA
2152,"paragraph",NA,"",NA,NA
2153,"paragraph",NA,"",NA,NA
2154,"paragraph",NA,"39:57-39:59",NA,NA
2155,"paragraph",NA,"whilst also saying here's how you define them.",NA,NA
2156,"paragraph",NA,"",NA,NA
2157,"paragraph",NA,"",NA,NA
2158,"paragraph",NA,"39:59-40:04",NA,NA
2159,"paragraph",NA,"It would just create this extremely uncertain legal landscape",NA,NA
2160,"paragraph",NA,"",NA,NA
2161,"paragraph",NA,"",NA,NA
2162,"paragraph",NA,"40:04-40:06",NA,NA
2163,"paragraph",NA,"that would need to navigate for a long time.",NA,NA
2164,"paragraph",NA,"",NA,NA
2165,"paragraph",NA,"",NA,NA
2166,"paragraph",NA,"40:07-40:07",NA,NA
2167,"paragraph",NA,"Thanks, Ali.",NA,NA
2168,"paragraph",NA,"",NA,NA
2169,"paragraph",NA,"",NA,NA
2170,"paragraph",NA,"40:07-40:09",NA,NA
2171,"paragraph",NA,"This is Tamika Paul and then Duncan if we have time.",NA,NA
2172,"paragraph",NA,"",NA,NA
2173,"paragraph",NA,"",NA,NA
2174,"paragraph",NA,"40:10-40:10",NA,NA
2175,"paragraph",NA,"Kia ora.",NA,NA
2176,"paragraph",NA,"",NA,NA
2177,"paragraph",NA,"",NA,NA
2178,"paragraph",NA,"40:11-40:14",NA,NA
2179,"paragraph",NA,"What do you think about the way that Sir Apirana Ngata's interpretation",NA,NA
2180,"paragraph",NA,"",NA,NA
2181,"paragraph",NA,"",NA,NA
2182,"paragraph",NA,"40:14-40:20",NA,NA
2183,"paragraph",NA,"of the treaty has been used throughout this whole debate",NA,NA
2184,"paragraph",NA,"",NA,NA
2185,"paragraph",NA,"",NA,NA
2186,"paragraph",NA,"40:20-40:22",NA,NA
2187,"paragraph",NA,"over the last year at least.",NA,NA
2188,"paragraph",NA,"",NA,NA
2189,"paragraph",NA,"",NA,NA
2190,"paragraph",NA,"40:22-40:26",NA,NA
2191,"paragraph",NA,"So to be careful at that, Tāapiranga Ngata was of course a great man",NA,NA
2192,"paragraph",NA,"",NA,NA
2193,"paragraph",NA,"",NA,NA
2194,"paragraph",NA,"40:27-40:31",NA,NA
2195,"paragraph",NA,"and a great rangatira and a great statesman in Aotearoa,",NA,NA
2196,"paragraph",NA,"",NA,NA
2197,"paragraph",NA,"",NA,NA
2198,"paragraph",NA,"40:32-40:34",NA,NA
2199,"paragraph",NA,"but that doesn't mean his views on the treaty are correct.",NA,NA
2200,"paragraph",NA,"",NA,NA
2201,"paragraph",NA,"",NA,NA
2202,"paragraph",NA,"40:35-40:37",NA,NA
2203,"paragraph",NA,"And I think what needs to happen is that,",NA,NA
2204,"paragraph",NA,"",NA,NA
2205,"paragraph",NA,"",NA,NA
2206,"paragraph",NA,"40:38-40:40",NA,NA
2207,"paragraph",NA,"or I think what's happened is that his words have been taken",NA,NA
2208,"paragraph",NA,"",NA,NA
2209,"paragraph",NA,"",NA,NA
2210,"paragraph",NA,"40:41-40:44",NA,NA
2211,"paragraph",NA,"out of context and weaponised in a way that I think",NA,NA
2212,"paragraph",NA,"",NA,NA
2213,"paragraph",NA,"",NA,NA
2214,"paragraph",NA,"40:44-40:49",NA,NA
2215,"paragraph",NA,"is terrible actually, and that doesn't honour him as a person either.",NA,NA
2216,"paragraph",NA,"",NA,NA
2217,"paragraph",NA,"",NA,NA
2218,"paragraph",NA,"40:50-40:51",NA,NA
2219,"paragraph",NA,"So it needs to be seen in context, right?",NA,NA
2220,"paragraph",NA,"",NA,NA
2221,"paragraph",NA,"",NA,NA
2222,"paragraph",NA,"40:51-40:55",NA,NA
2223,"paragraph",NA,"So he was writing and made those comments at a particular time in our history",NA,NA
2224,"paragraph",NA,"",NA,NA
2225,"paragraph",NA,"",NA,NA
2226,"paragraph",NA,"40:55-40:58",NA,NA
2227,"paragraph",NA,"where Te Tiriti o Waitangi had been right roundly dishonoured.",NA,NA
2228,"paragraph",NA,"",NA,NA
2229,"paragraph",NA,"",NA,NA
2230,"paragraph",NA,"40:59-41:04",NA,NA
2231,"paragraph",NA,"It needs to be taken in light of how he saw te ara mo Māori,",NA,NA
2232,"paragraph",NA,"",NA,NA
2233,"paragraph",NA,"",NA,NA
2234,"paragraph",NA,"41:04-41:05",NA,NA
2235,"paragraph",NA,"e haere ana ki mua,",NA,NA
2236,"paragraph",NA,"",NA,NA
2237,"paragraph",NA,"",NA,NA
2238,"paragraph",NA,"41:06-41:11",NA,NA
2239,"paragraph",NA,"tōringa ki ngā rākau a te Pākehā,",NA,NA
2240,"paragraph",NA,"",NA,NA
2241,"paragraph",NA,"",NA,NA
2242,"paragraph",NA,"41:11-41:13",NA,NA
2243,"paragraph",NA,"ko tongā kau ki o taonga a o típuna.",NA,NA
2244,"paragraph",NA,"",NA,NA
2245,"paragraph",NA,"",NA,NA
2246,"paragraph",NA,"41:14-41:16",NA,NA
2247,"paragraph",NA,"He had a particular vision for Aotearoa,",NA,NA
2248,"paragraph",NA,"",NA,NA
2249,"paragraph",NA,"",NA,NA
2250,"paragraph",NA,"41:17-41:21",NA,NA
2251,"paragraph",NA,"but also it needs to be taken in light of the overwhelming amount of work",NA,NA
2252,"paragraph",NA,"",NA,NA
2253,"paragraph",NA,"",NA,NA
2254,"paragraph",NA,"41:21-41:24",NA,NA
2255,"paragraph",NA,"that has been done since that time by historians, by academics,",NA,NA
2256,"paragraph",NA,"",NA,NA
2257,"paragraph",NA,"",NA,NA
2258,"paragraph",NA,"41:24-41:29",NA,NA
2259,"paragraph",NA,"by an independent commission of inquiry, by lawyers, by interpreters, etc.",NA,NA
2260,"paragraph",NA,"",NA,NA
2261,"paragraph",NA,"",NA,NA
2262,"paragraph",NA,"41:29-41:32",NA,NA
2263,"paragraph",NA,"Thanks, Natalie. Sorry to interrupt, but we're at the end of the time for the session.",NA,NA
2264,"paragraph",NA,"",NA,NA
2265,"paragraph",NA,"",NA,NA
2266,"paragraph",NA,"41:32-41:35",NA,NA
2267,"paragraph",NA,"So just on behalf of the committee, acknowledge you being with us to present",NA,NA
2268,"paragraph",NA,"",NA,NA
2269,"paragraph",NA,"",NA,NA
2270,"paragraph",NA,"41:35-41:37",NA,NA
2271,"paragraph",NA,"and for spending your time with us this afternoon.",NA,NA
2272,"paragraph",NA,"",NA,NA
2273,"paragraph",NA,"",NA,NA
2274,"paragraph",NA,"41:38-41:38",NA,NA
2275,"paragraph",NA,"Kia ora.",NA,NA
2276,"paragraph",NA,"",NA,NA
2277,"paragraph",NA,"",NA,NA
2278,"paragraph",NA,"41:39-41:40",NA,NA
2279,"paragraph",NA,"We're going to now move to a submission.",NA,NA
2280,"paragraph",NA,"",NA,NA
2281,"paragraph",NA,"",NA,NA
2282,"paragraph",NA,"41:40-41:42",NA,NA
2283,"paragraph",NA,"I'd like to invite Ngawi Otaranaki to the table.",NA,NA
2284,"paragraph",NA,"",NA,NA
2285,"paragraph",NA,"",NA,NA
2286,"paragraph",NA,"41:43-41:46",NA,NA
2287,"paragraph",NA,"we've got Jackie King and Emma Gardner to come with us.",NA,NA
2288,"paragraph",NA,"",NA,NA
2289,"paragraph",NA,"",NA,NA
2290,"paragraph",NA,"41:47-41:49",NA,NA
2291,"paragraph",NA,"The team are going to speak in teo Māori,",NA,NA
2292,"paragraph",NA,"",NA,NA
2293,"paragraph",NA,"",NA,NA
2294,"paragraph",NA,"41:49-41:52",NA,NA
2295,"paragraph",NA,"so there is live translation for MPs at the table.",NA,NA
2296,"paragraph",NA,"",NA,NA
2297,"paragraph",NA,"",NA,NA
2298,"paragraph",NA,"41:52-41:55",NA,NA
2299,"paragraph",NA,"There is no live translation for the room.",NA,NA
2300,"paragraph",NA,"",NA,NA
2301,"paragraph",NA,"",NA,NA
2302,"paragraph",NA,"41:55-41:56",NA,NA
2303,"paragraph",NA,"If you'd like to listen to translation,",NA,NA
2304,"paragraph",NA,"",NA,NA
2305,"paragraph",NA,"",NA,NA
2306,"paragraph",NA,"41:57-41:59",NA,NA
2307,"paragraph",NA,"you can go to committee room four and it'll be streamed.",NA,NA
2308,"paragraph",NA,"",NA,NA
2309,"paragraph",NA,"",NA,NA
2310,"paragraph",NA,"42:04-42:05",NA,NA
2311,"paragraph",NA,"Kia ora kōroa.",NA,NA
2312,"paragraph",NA,"",NA,NA
2313,"paragraph",NA,"",NA,NA
2314,"paragraph",NA,"42:05-42:06",NA,NA
2315,"paragraph",NA,"Thank you for being with us.",NA,NA
2316,"paragraph",NA,"",NA,NA
2317,"paragraph",NA,"",NA,NA
2318,"paragraph",NA,"42:07-42:08",NA,NA
2319,"paragraph",NA,"Nice to see you in person.",NA,NA
2320,"paragraph",NA,"",NA,NA
2321,"paragraph",NA,"",NA,NA
2322,"paragraph",NA,"42:08-42:09",NA,NA
2323,"paragraph",NA,"We've met several times.",NA,NA
2324,"paragraph",NA,"",NA,NA
2325,"paragraph",NA,"",NA,NA
2326,"paragraph",NA,"42:10-42:12",NA,NA
2327,"paragraph",NA,"I'll put 10 minutes on the clock",NA,NA
2328,"paragraph",NA,"",NA,NA
2329,"paragraph",NA,"",NA,NA
2330,"paragraph",NA,"42:12-42:13",NA,NA
2331,"paragraph",NA,"and we'll hand over to you to start your presentation.",NA,NA
2332,"paragraph",NA,"",NA,NA
2333,"paragraph",NA,"",NA,NA
2334,"paragraph",NA,"42:14-42:15",NA,NA
2335,"paragraph",NA,"Kia ora.",NA,NA
2336,"paragraph",NA,"",NA,NA
2337,"paragraph",NA,"",NA,NA
2338,"paragraph",NA,"42:17-42:22",NA,NA
2339,"paragraph",NA,"Katohe au, katohe au, katohe au ki Taranaki,",NA,NA
2340,"paragraph",NA,"",NA,NA
2341,"paragraph",NA,"",NA,NA
2342,"paragraph",NA,"42:23-42:28",NA,NA
2343,"paragraph",NA,"ki taku karaka, waka uroi te ai te motu,",NA,NA
2344,"paragraph",NA,"",NA,NA
2345,"paragraph",NA,"",NA,NA
2346,"paragraph",NA,"42:28-42:31",NA,NA
2347,"paragraph",NA,"e tu nei, e tu nei.",NA,NA
2348,"paragraph",NA,"",NA,NA
2349,"paragraph",NA,"",NA,NA
2350,"paragraph",NA,"42:33-42:36",NA,NA
2351,"paragraph",NA,"He whakahi ana mātou te piri, he kia nei,",NA,NA
2352,"paragraph",NA,"",NA,NA
2353,"paragraph",NA,"",NA,NA
2354,"paragraph",NA,"42:37-42:39",NA,NA
2355,"paragraph",NA,"ko te principles of the Treaty of Waitangi Bill.",NA,NA
2356,"paragraph",NA,"",NA,NA
2357,"paragraph",NA,"",NA,NA
2358,"paragraph",NA,"42:40-42:43",NA,NA
2359,"paragraph",NA,"Ko tenei te tauaki nga iwi o Taranaki,",NA,NA
2360,"paragraph",NA,"",NA,NA
2361,"paragraph",NA,"",NA,NA
2362,"paragraph",NA,"42:44-42:48",NA,NA
2363,"paragraph",NA,"Āra nga iwi o ngā rauru ki tahi,",NA,NA
2364,"paragraph",NA,"",NA,NA
2365,"paragraph",NA,"",NA,NA
2366,"paragraph",NA,"42:48-42:54",NA,NA
2367,"paragraph",NA,"Ngā rohine, ngāti maru wharanui, ngāti mutunga, ngāti ruanui,",NA,NA
2368,"paragraph",NA,"",NA,NA
2369,"paragraph",NA,"",NA,NA
2370,"paragraph",NA,"42:54-42:59",NA,NA
2371,"paragraph",NA,"ngāti tama ki Taranaki, te atiawa Taranaki iwi.",NA,NA
2372,"paragraph",NA,"",NA,NA
2373,"paragraph",NA,"",NA,NA
2374,"paragraph",NA,"43:01-43:06",NA,NA
2375,"paragraph",NA,"Kai tena iwi, tena iwi, to rātauaki rangatiratanga,",NA,NA
2376,"paragraph",NA,"",NA,NA
2377,"paragraph",NA,"",NA,NA
2378,"paragraph",NA,"43:06-43:15",NA,NA
2379,"paragraph",NA,"Koo te manako a tona waa, kā tu motuhake o tātou iwi ki mua i te aroaro o te komiti nei.",NA,NA
2380,"paragraph",NA,"",NA,NA
2381,"paragraph",NA,"",NA,NA
2382,"paragraph",NA,"43:17-43:22",NA,NA
2383,"paragraph",NA,"Kia whakahua i o rātou ake wakaro mō te pirina.",NA,NA
2384,"paragraph",NA,"",NA,NA
2385,"paragraph",NA,"",NA,NA
2386,"paragraph",NA,"43:24-43:31",NA,NA
2387,"paragraph",NA,"He kōrero, wakarako poto, noa tēnei i ngā tini raru mō te pirina.",NA,NA
2388,"paragraph",NA,"",NA,NA
2389,"paragraph",NA,"",NA,NA
2390,"paragraph",NA,"43:32-43:37",NA,NA
2391,"paragraph",NA,"Kwa Jackie King toku ingoa, kuariro ngā maua o Emma Gardner,",NA,NA
2392,"paragraph",NA,"",NA,NA
2393,"paragraph",NA,"",NA,NA
2394,"paragraph",NA,"43:39-43:45",NA,NA
2395,"paragraph",NA,"hei whakamoyo atu ki a koutou ngā awangawanga o ngā iwi o Taranaki.",NA,NA
2396,"paragraph",NA,"",NA,NA
2397,"paragraph",NA,"",NA,NA
2398,"paragraph",NA,"43:46-43:54",NA,NA
2399,"paragraph",NA,"Aue e tangi tonuana te piukara, e rua ngā wakaro mātua o te tauaki nei,",NA,NA
2400,"paragraph",NA,"",NA,NA
2401,"paragraph",NA,"",NA,NA
2402,"paragraph",NA,"43:55-43:58",NA,NA
2403,"paragraph",NA,"Kaatai, kaore he kiko ki te pire nei.",NA,NA
2404,"paragraph",NA,"",NA,NA
2405,"paragraph",NA,"",NA,NA
2406,"paragraph",NA,"43:59-44:06",NA,NA
2407,"paragraph",NA,"Ka rua, he korero o ka tūpato tēnei ki te kāwana, ki ngā kāwana ka tuai waeake nei.",NA,NA
2408,"paragraph",NA,"",NA,NA
2409,"paragraph",NA,"",NA,NA
2410,"paragraph",NA,"44:07-44:11",NA,NA
2411,"paragraph",NA,"I te tuatai, kaore he kiko ki te pire nei.",NA,NA
2412,"paragraph",NA,"",NA,NA
2413,"paragraph",NA,"",NA,NA
2414,"paragraph",NA,"44:12-44:15",NA,NA
2415,"paragraph",NA,"Ko te tiriti e wakaitanga o ngā ropuerua.",NA,NA
2416,"paragraph",NA,"",NA,NA
2417,"paragraph",NA,"",NA,NA
2418,"paragraph",NA,"44:16-44:20",NA,NA
2419,"paragraph",NA,"Ko ngā rangatira o ngā hapu o niutirini, ko te kārounā.",NA,NA
2420,"paragraph",NA,"",NA,NA
2421,"paragraph",NA,"",NA,NA
2422,"paragraph",NA,"44:21-44:28",NA,NA
2423,"paragraph",NA,"Te tāia te rā wekeweke i tēnei tiriti i nga pota ia nae te rōpū kua o kaitia.",NA,NA
2424,"paragraph",NA,"",NA,NA
2425,"paragraph",NA,"",NA,NA
2426,"paragraph",NA,"44:29-44:40",NA,NA
2427,"paragraph",NA,"I mua tonu mai o ngā Iwi Settlements Act, ka aina tia e ngā rōpuerua a rā ko aua iwi ko te kāwana i te puka tuku.",NA,NA
2428,"paragraph",NA,"",NA,NA
2429,"paragraph",NA,"",NA,NA
2430,"paragraph",NA,"44:41-44:47",NA,NA
2431,"paragraph",NA,"He tika me pēnei ho ki te tūkanga kia wakare rekeai ngā āhuatanga o te tiriti.",NA,NA
2432,"paragraph",NA,"",NA,NA
2433,"paragraph",NA,"",NA,NA
2434,"paragraph",NA,"44:48-44:51",NA,NA
2435,"paragraph",NA,"Kore he kiko ki te pire neu?",NA,NA
2436,"paragraph",NA,"",NA,NA
2437,"paragraph",NA,"",NA,NA
2438,"paragraph",NA,"44:52-44:58",NA,NA
2439,"paragraph",NA,"Kota i mano e waru rau māono ana e ngā kupu o te pire neu.",NA,NA
2440,"paragraph",NA,"",NA,NA
2441,"paragraph",NA,"",NA,NA
2442,"paragraph",NA,"45:00-45:04",NA,NA
2443,"paragraph",NA,"Roa ake ngā tuingarua i roto i ngā kura tuarua.",NA,NA
2444,"paragraph",NA,"",NA,NA
2445,"paragraph",NA,"",NA,NA
2446,"paragraph",NA,"45:05-45:09",NA,NA
2447,"paragraph",NA,"Ko te aurua o te matū ka i ngā explanatory notes.",NA,NA
2448,"paragraph",NA,"",NA,NA
2449,"paragraph",NA,"",NA,NA
2450,"paragraph",NA,"45:10-45:14",NA,NA
2451,"paragraph",NA,"E wakaiti nei te pire i ngā tūkanga ó te whare mata.",NA,NA
2452,"paragraph",NA,"",NA,NA
2453,"paragraph",NA,"",NA,NA
2454,"paragraph",NA,"45:14-45:17",NA,NA
2455,"paragraph",NA,"Wai hoki ko mātau ngā iwi o taranaki.",NA,NA
2456,"paragraph",NA,"",NA,NA
2457,"paragraph",NA,"",NA,NA
2458,"paragraph",NA,"45:17-45:26",NA,NA
2459,"paragraph",NA,"Ko te waka taunga o te traipiwnara o Waihtangi, kaore rawa te pire e eke ki te taumata e tikana.",NA,NA
2460,"paragraph",NA,"",NA,NA
2461,"paragraph",NA,"",NA,NA
2462,"paragraph",NA,"45:27-45:34",NA,NA
2463,"paragraph",NA,"Ko te waka taungа o te tau o te ture, kaore rawaa te pire e eke ki te taumata e tikana.",NA,NA
2464,"paragraph",NA,"",NA,NA
2465,"paragraph",NA,"",NA,NA
2466,"paragraph",NA,"45:36-45:44",NA,NA
2467,"paragraph",NA,"E ai ki ngā ture o te au anui, kaore rawa te pire e eka ki te taumato e tikaana.",NA,NA
2468,"paragraph",NA,"",NA,NA
2469,"paragraph",NA,"",NA,NA
2470,"paragraph",NA,"45:44-45:54",NA,NA
2471,"paragraph",NA,"Ko tēta i o ngā rupau e paupau tonu ana ki ngā karere o te motu, ko tēnei mea te ōritetanga.",NA,NA
2472,"paragraph",NA,"",NA,NA
2473,"paragraph",NA,"",NA,NA
2474,"paragraph",NA,"45:55-46:06",NA,NA
2475,"paragraph",NA,"Kaoreau mo te waka e i te wakaro mātua o te ōritetanga, e rangi e hara te tiriti i te wā itika e kawe i taua mātapono.",NA,NA
2476,"paragraph",NA,"",NA,NA
2477,"paragraph",NA,"",NA,NA
2478,"paragraph",NA,"46:07-46:13",NA,NA
2479,"paragraph",NA,"Me aro kē atu koutou ki te ture kā wanatanga, a rā ko te Constitution me te Bill of Rights.",NA,NA
2480,"paragraph",NA,"",NA,NA
2481,"paragraph",NA,"",NA,NA
2482,"paragraph",NA,"46:13-46:23",NA,NA
2483,"paragraph",NA,"E no o mātā muana ko te rangatirakanga o ngā uri, o ngā anau, o ngā apu, a rā ko ngā iwi o Taranaki.",NA,NA
2484,"paragraph",NA,"",NA,NA
2485,"paragraph",NA,"",NA,NA
2486,"paragraph",NA,"46:24-46:27",NA,NA
2487,"paragraph",NA,"Kāti te rā weke weke i te tiriti.",NA,NA
2488,"paragraph",NA,"",NA,NA
2489,"paragraph",NA,"",NA,NA
2490,"paragraph",NA,"46:29-46:33",NA,NA
2491,"paragraph",NA,"He korero waka tūpat o tēnei ki te kawanga.",NA,NA
2492,"paragraph",NA,"",NA,NA
2493,"paragraph",NA,"",NA,NA
2494,"paragraph",NA,"46:34-46:36",NA,NA
2495,"paragraph",NA,"Ki ngā kawana katouai waiake nei.",NA,NA
2496,"paragraph",NA,"",NA,NA
2497,"paragraph",NA,"",NA,NA
2498,"paragraph",NA,"46:36-46:44",NA,NA
2499,"paragraph",NA,"Te paupau noa te pire, ei waka āraihia ngātini pire o te kāwanga.",NA,NA
2500,"paragraph",NA,"",NA,NA
2501,"paragraph",NA,"",NA,NA
2502,"paragraph",NA,"46:45-46:48",NA,NA
2503,"paragraph",NA,"Ko tātau o Aotearoa e no o pōraruanga.",NA,NA
2504,"paragraph",NA,"",NA,NA
2505,"paragraph",NA,"",NA,NA
2506,"paragraph",NA,"46:50-46:55",NA,NA
2507,"paragraph",NA,"Te maa kēmai nei o ngā pire e tūkino nei a mātau ngā iwi o Taranake.",NA,NA
2508,"paragraph",NA,"",NA,NA
2509,"paragraph",NA,"",NA,NA
2510,"paragraph",NA,"46:56-46:59",NA,NA
2511,"paragraph",NA,"Mātau ngai Māori, tātau katua o Aotearoa.",NA,NA
2512,"paragraph",NA,"",NA,NA
2513,"paragraph",NA,"",NA,NA
2514,"paragraph",NA,"47:00-47:08",NA,NA
2515,"paragraph",NA,"E aiki eta i pāti, kaore rawa rātue o kai ki te pire mō ngā pānuitanga ka i te aere.",NA,NA
2516,"paragraph",NA,"",NA,NA
2517,"paragraph",NA,"",NA,NA
2518,"paragraph",NA,"47:09-47:13",NA,NA
2519,"paragraph",NA,"Nō reira, kaore he take ki te hamahama haere.",NA,NA
2520,"paragraph",NA,"",NA,NA
2521,"paragraph",NA,"",NA,NA
2522,"paragraph",NA,"47:14-47:18",NA,NA
2523,"paragraph",NA,"Tēnai mātau, e hamahama tonu ana.",NA,NA
2524,"paragraph",NA,"",NA,NA
2525,"paragraph",NA,"",NA,NA
2526,"paragraph",NA,"47:19-47:21",NA,NA
2527,"paragraph",NA,"E hamahama tonu ana.",NA,NA
2528,"paragraph",NA,"",NA,NA
2529,"paragraph",NA,"",NA,NA
2530,"paragraph",NA,"47:22-47:31",NA,NA
2531,"paragraph",NA,"Kia mātua mō i o te kāwana me ngā kāwana e waeake nei, kaua e rāwekeweke i te tiriti.",NA,NA
2532,"paragraph",NA,"",NA,NA
2533,"paragraph",NA,"",NA,NA
2534,"paragraph",NA,"47:32-47:37",NA,NA
2535,"paragraph",NA,"I mua i tā maua wakakapi i te korero nei.",NA,NA
2536,"paragraph",NA,"",NA,NA
2537,"paragraph",NA,"",NA,NA
2538,"paragraph",NA,"47:37-47:40",NA,NA
2539,"paragraph",NA,"He tika me wakautuki e te i o ngā korero i puta i te ata nei.",NA,NA
2540,"paragraph",NA,"",NA,NA
2541,"paragraph",NA,"",NA,NA
2542,"paragraph",NA,"47:42-47:46",NA,NA
2543,"paragraph",NA,"Ngā korero nā tete i tangata ki tua o te taiapa e ki.",NA,NA
2544,"paragraph",NA,"",NA,NA
2545,"paragraph",NA,"",NA,NA
2546,"paragraph",NA,"47:46-47:57",NA,NA
2547,"paragraph",NA,"I wakatau rite ia i ngā hara o te pakangatuarua o te ao ki tērā o ngā matapono o te tiriti.",NA,NA
2548,"paragraph",NA,"",NA,NA
2549,"paragraph",NA,"",NA,NA
2550,"paragraph",NA,"47:59-48:08",NA,NA
2551,"paragraph",NA,"Ngā wai kāhua, ngā wai kāhua, kaore rātau ngā morehu e huaanga mai era kōrero wakaiti.",NA,NA
2552,"paragraph",NA,"",NA,NA
2553,"paragraph",NA,"",NA,NA
2554,"paragraph",NA,"48:11-48:13",NA,NA
2555,"paragraph",NA,"Ngā na'a nake kāhua.",NA,NA
2556,"paragraph",NA,"",NA,NA
2557,"paragraph",NA,"",NA,NA
