"doc_index","content_type","style_name","text","level","num_id"
1842,"paragraph",NA,"Now going to move to submission from",NA,NA
1843,"paragraph",NA,"",NA,NA
1844,"paragraph",NA,"",NA,NA
1845,"paragraph",NA,"37:05-37:10",NA,NA
1846,"paragraph",NA,"and I'll invite Helmut Modlick to the table for us.",NA,NA
1847,"paragraph",NA,"",NA,NA
1848,"paragraph",NA,"",NA,NA
1849,"paragraph",NA,"37:13-37:15",NA,NA
1850,"paragraph",NA,"If you give me one second, I'll just reset your time",NA,NA
1851,"paragraph",NA,"",NA,NA
1852,"paragraph",NA,"",NA,NA
1853,"paragraph",NA,"37:15-37:16",NA,NA
1854,"paragraph",NA,"so you're not in the minuses there.",NA,NA
1855,"paragraph",NA,"",NA,NA
1856,"paragraph",NA,"",NA,NA
1857,"paragraph",NA,"37:18-37:20",NA,NA
1858,"paragraph",NA,"Thank you for being with us.",NA,NA
1859,"paragraph",NA,"",NA,NA
1860,"paragraph",NA,"",NA,NA
1861,"paragraph",NA,"37:20-37:21",NA,NA
1862,"paragraph",NA,"We've got you for 10 minutes this morning.",NA,NA
1863,"paragraph",NA,"",NA,NA
1864,"paragraph",NA,"",NA,NA
1865,"paragraph",NA,"37:22-37:24",NA,NA
1866,"paragraph",NA,"So please present your presentation,",NA,NA
1867,"paragraph",NA,"",NA,NA
1868,"paragraph",NA,"",NA,NA
1869,"paragraph",NA,"37:24-37:25",NA,NA
1870,"paragraph",NA,"but I'll just ask members,",NA,NA
1871,"paragraph",NA,"",NA,NA
1872,"paragraph",NA,"",NA,NA
1873,"paragraph",NA,"37:26-37:29",NA,NA
1874,"paragraph",NA,"bearing in mind that please don't interrupt submitters.",NA,NA
1875,"paragraph",NA,"",NA,NA
1876,"paragraph",NA,"",NA,NA
1877,"paragraph",NA,"37:31-37:32",NA,NA
1878,"paragraph",NA,"As Chair, I will judge the relevance of submissions",NA,NA
1879,"paragraph",NA,"",NA,NA
1880,"paragraph",NA,"",NA,NA
1881,"paragraph",NA,"37:33-37:34",NA,NA
1882,"paragraph",NA,"and the relevance of questions,",NA,NA
1883,"paragraph",NA,"",NA,NA
1884,"paragraph",NA,"",NA,NA
1885,"paragraph",NA,"37:34-37:35",NA,NA
1886,"paragraph",NA,"so leave that role to me,",NA,NA
1887,"paragraph",NA,"",NA,NA
1888,"paragraph",NA,"",NA,NA
1889,"paragraph",NA,"37:36-37:37",NA,NA
1890,"paragraph",NA,"and we'll get through this relatively smoothly.",NA,NA
1891,"paragraph",NA,"",NA,NA
1892,"paragraph",NA,"",NA,NA
1893,"paragraph",NA,"37:37-37:38",NA,NA
1894,"paragraph",NA,"So, Helmut, I'll hand over to you.",NA,NA
1895,"paragraph",NA,"",NA,NA
1896,"paragraph",NA,"",NA,NA
1897,"paragraph",NA,"37:39-37:40",NA,NA
1898,"paragraph",NA,"Tēnā tatou.",NA,NA
1899,"paragraph",NA,"",NA,NA
1900,"paragraph",NA,"",NA,NA
1901,"paragraph",NA,"37:40-37:43",NA,NA
1902,"paragraph",NA,"I confess it's difficult to be in this house",NA,NA
1903,"paragraph",NA,"",NA,NA
1904,"paragraph",NA,"",NA,NA
1905,"paragraph",NA,"37:43-37:45",NA,NA
1906,"paragraph",NA,"for this purpose this day.",NA,NA
1907,"paragraph",NA,"",NA,NA
1908,"paragraph",NA,"",NA,NA
1909,"paragraph",NA,"37:45-37:48",NA,NA
1910,"paragraph",NA,"Everything about it screams colonial era dishonesty",NA,NA
1911,"paragraph",NA,"",NA,NA
1912,"paragraph",NA,"",NA,NA
1913,"paragraph",NA,"37:48-37:50",NA,NA
1914,"paragraph",NA,"and deceit that Ngāti Toa believed was behind us.",NA,NA
1915,"paragraph",NA,"",NA,NA
1916,"paragraph",NA,"",NA,NA
1917,"paragraph",NA,"37:51-37:54",NA,NA
1918,"paragraph",NA,"That a national-led government provided the stage",NA,NA
1919,"paragraph",NA,"",NA,NA
1920,"paragraph",NA,"",NA,NA
1921,"paragraph",NA,"37:54-37:56",NA,NA
1922,"paragraph",NA,"for this political theatre is ironic.",NA,NA
1923,"paragraph",NA,"",NA,NA
1924,"paragraph",NA,"",NA,NA
1925,"paragraph",NA,"37:56-38:00",NA,NA
1926,"paragraph",NA,"to say the least, because less than 10 years ago another national-led government passed",NA,NA
1927,"paragraph",NA,"",NA,NA
1928,"paragraph",NA,"",NA,NA
1929,"paragraph",NA,"38:01-38:05",NA,NA
1930,"paragraph",NA,"in this House, the Ngāti Tōranga Tira Claims Settlement Act, that included the following",NA,NA
1931,"paragraph",NA,"",NA,NA
1932,"paragraph",NA,"",NA,NA
1933,"paragraph",NA,"38:05-38:06",NA,NA
1934,"paragraph",NA,"words, and I quote,",NA,NA
1935,"paragraph",NA,"",NA,NA
1936,"paragraph",NA,"",NA,NA
1937,"paragraph",NA,"38:07-38:12",NA,NA
1938,"paragraph",NA,"With this apology and settlement, the Crown seeks to atone for these wrongs, restore its",NA,NA
1939,"paragraph",NA,"",NA,NA
1940,"paragraph",NA,"",NA,NA
1941,"paragraph",NA,"38:12-38:17",NA,NA
1942,"paragraph",NA,"tarnished honour, and begin the process of healing. The Crown hopes that this apology",NA,NA
1943,"paragraph",NA,"",NA,NA
1944,"paragraph",NA,"",NA,NA
1945,"paragraph",NA,"38:17-38:22",NA,NA
1946,"paragraph",NA,"and settlement will mark the beginning of a new, positive and enduring relationship with",NA,NA
1947,"paragraph",NA,"",NA,NA
1948,"paragraph",NA,"",NA,NA
1949,"paragraph",NA,"38:22-38:29",NA,NA
1950,"paragraph",NA,"Ngāti Tō Rangatira founded on mutual trust and cooperation and respect for Te Tirete o Waitangi and its principles, close quote.",NA,NA
1951,"paragraph",NA,"",NA,NA
1952,"paragraph",NA,"",NA,NA
1953,"paragraph",NA,"38:30-38:42",NA,NA
1954,"paragraph",NA,"The treaty principles built before us today is in spirit and substance the antithesis of the mutual trust and cooperation and respect for Te Tirete o Waitangi,",NA,NA
1955,"paragraph",NA,"",NA,NA
1956,"paragraph",NA,"",NA,NA
1957,"paragraph",NA,"38:42-38:50",NA,NA
1958,"paragraph",NA,"so solemnly promised by the Crown and frankly also passed unanimously by this House to Ngāti Tō to restore its tarnished honour.",NA,NA
1959,"paragraph",NA,"",NA,NA
1960,"paragraph",NA,"",NA,NA
1961,"paragraph",NA,"38:51-38:55",NA,NA
1962,"paragraph",NA,"Truly, this nation's story is one of repeated crown failure",NA,NA
1963,"paragraph",NA,"",NA,NA
1964,"paragraph",NA,"",NA,NA
1965,"paragraph",NA,"38:56-38:57",NA,NA
1966,"paragraph",NA,"to act with integrity and honour.",NA,NA
1967,"paragraph",NA,"",NA,NA
1968,"paragraph",NA,"",NA,NA
1969,"paragraph",NA,"38:58-39:00",NA,NA
1970,"paragraph",NA,"One of the Treaty Principles Bill claims",NA,NA
1971,"paragraph",NA,"",NA,NA
1972,"paragraph",NA,"",NA,NA
1973,"paragraph",NA,"39:01-39:03",NA,NA
1974,"paragraph",NA,"the Government of New Zealand has full power to govern",NA,NA
1975,"paragraph",NA,"",NA,NA
1976,"paragraph",NA,"",NA,NA
1977,"paragraph",NA,"39:03-39:05",NA,NA
1978,"paragraph",NA,"and Parliament has full power to make laws.",NA,NA
1979,"paragraph",NA,"",NA,NA
1980,"paragraph",NA,"",NA,NA
1981,"paragraph",NA,"39:06-39:09",NA,NA
1982,"paragraph",NA,"Ngāti Toa refutes the legitimacy of their claim",NA,NA
1983,"paragraph",NA,"",NA,NA
1984,"paragraph",NA,"",NA,NA
1985,"paragraph",NA,"39:10-39:12",NA,NA
1986,"paragraph",NA,"and asks from whom did Parliament obtain that power",NA,NA
1987,"paragraph",NA,"",NA,NA
1988,"paragraph",NA,"",NA,NA
1989,"paragraph",NA,"39:13-39:13",NA,NA
1990,"paragraph",NA,"and on what terms.",NA,NA
1991,"paragraph",NA,"",NA,NA
1992,"paragraph",NA,"",NA,NA
1993,"paragraph",NA,"39:15-39:17",NA,NA
1994,"paragraph",NA,"In 1840, Rangatira of Ngāti Toa signed to Tiriti",NA,NA
1995,"paragraph",NA,"",NA,NA
1996,"paragraph",NA,"",NA,NA
1997,"paragraph",NA,"39:18-39:20",NA,NA
1998,"paragraph",NA,"on the HMS Herald and the Schooner aerial",NA,NA
1999,"paragraph",NA,"",NA,NA
2000,"paragraph",NA,"",NA,NA
2001,"paragraph",NA,"39:20-39:21",NA,NA
2002,"paragraph",NA,"at Cloudy Bay, Mana Island,",NA,NA
2003,"paragraph",NA,"",NA,NA
2004,"paragraph",NA,"",NA,NA
2005,"paragraph",NA,"39:21-39:26",NA,NA
2006,"paragraph",NA,"to Whanganui Aataras, Queen Charlotte Sound, Kapiti Island and Motungangara Island.",NA,NA
2007,"paragraph",NA,"",NA,NA
2008,"paragraph",NA,"",NA,NA
2009,"paragraph",NA,"39:27-39:32",NA,NA
2010,"paragraph",NA,"So intent was the Crown on its subjects having access to Ngāti Tō's maritime domain",NA,NA
2011,"paragraph",NA,"",NA,NA
2012,"paragraph",NA,"",NA,NA
2013,"paragraph",NA,"39:33-39:36",NA,NA
2014,"paragraph",NA,"that the signature of our tanifāti rau paraha was sought twice",NA,NA
2015,"paragraph",NA,"",NA,NA
2016,"paragraph",NA,"",NA,NA
2017,"paragraph",NA,"39:36-39:40",NA,NA
2018,"paragraph",NA,"for our northern and southern whenua and the strategic straits that linked them.",NA,NA
2019,"paragraph",NA,"",NA,NA
2020,"paragraph",NA,"",NA,NA
2021,"paragraph",NA,"39:41-39:45",NA,NA
2022,"paragraph",NA,"Arupo, one of te tiriti signed by our tūpuna gifted to the Crown",NA,NA
2023,"paragraph",NA,"",NA,NA
2024,"paragraph",NA,"",NA,NA
2025,"paragraph",NA,"39:46-39:51",NA,NA
2026,"paragraph",NA,"kā wanatanga or governorship over its subjects within Ngāti Tō's domain.",NA,NA
2027,"paragraph",NA,"",NA,NA
2028,"paragraph",NA,"",NA,NA
2029,"paragraph",NA,"40:21-40:30",NA,NA
2030,"paragraph",NA,"tira ceded our mana, our sovereignty to the Crown in 1840. Never happened. What right",NA,NA
2031,"paragraph",NA,"",NA,NA
2032,"paragraph",NA,"",NA,NA
2033,"paragraph",NA,"40:30-40:36",NA,NA
2034,"paragraph",NA,"then did the Crown have to establish this Parliament in Ngāti Tō's domain in 1852?",NA,NA
2035,"paragraph",NA,"",NA,NA
2036,"paragraph",NA,"",NA,NA
2037,"paragraph",NA,"40:37-40:43",NA,NA
2038,"paragraph",NA,"None. That is did establish its institutions and laws isn't debatable. However, it was",NA,NA
2039,"paragraph",NA,"",NA,NA
2040,"paragraph",NA,"",NA,NA
2041,"paragraph",NA,"40:43-40:50",NA,NA
2042,"paragraph",NA,"not on any legittimate rule of law basis. Rather, it was by the means used by usurpers",NA,NA
2043,"paragraph",NA,"",NA,NA
2044,"paragraph",NA,"",NA,NA
2045,"paragraph",NA,"40:50-40:52",NA,NA
2046,"paragraph",NA,"and tyrants the world over.",NA,NA
2047,"paragraph",NA,"",NA,NA
2048,"paragraph",NA,"",NA,NA
2049,"paragraph",NA,"40:53-40:56",NA,NA
2050,"paragraph",NA,"Lies, manipulation, theft and force of arms.",NA,NA
2051,"paragraph",NA,"",NA,NA
2052,"paragraph",NA,"",NA,NA
2053,"paragraph",NA,"40:56-40:59",NA,NA
2054,"paragraph",NA,"That is the shameful whakapapa of this government",NA,NA
2055,"paragraph",NA,"",NA,NA
2056,"paragraph",NA,"",NA,NA
2057,"paragraph",NA,"41:00-41:02",NA,NA
2058,"paragraph",NA,"and this parliament in this land.",NA,NA
2059,"paragraph",NA,"",NA,NA
2060,"paragraph",NA,"",NA,NA
2061,"paragraph",NA,"41:04-41:05",NA,NA
2062,"paragraph",NA,"And that's the truth.",NA,NA
2063,"paragraph",NA,"",NA,NA
2064,"paragraph",NA,"",NA,NA
2065,"paragraph",NA,"41:06-41:09",NA,NA
2066,"paragraph",NA,"Principle 2 of the Treaty Principles Bill says the Crown",NA,NA
2067,"paragraph",NA,"",NA,NA
2068,"paragraph",NA,"",NA,NA
2069,"paragraph",NA,"41:09-41:14",NA,NA
2070,"paragraph",NA,"will recognise, respect and protect the rights Ngāti Toa had in 1840",NA,NA
2071,"paragraph",NA,"",NA,NA
2072,"paragraph",NA,"",NA,NA
2073,"paragraph",NA,"41:15-41:17",NA,NA
2074,"paragraph",NA,"unless they differ from the rights everyone else has today",NA,NA
2075,"paragraph",NA,"",NA,NA
2076,"paragraph",NA,"",NA,NA
2077,"paragraph",NA,"41:18-41:20",NA,NA
2078,"paragraph",NA,"and are specified in our settlement.",NA,NA
2079,"paragraph",NA,"",NA,NA
2080,"paragraph",NA,"",NA,NA
2081,"paragraph",NA,"41:20-41:25",NA,NA
2082,"paragraph",NA,"Whanu, it's hard to conceive of a more contemptible example of legal doublespeak than that.",NA,NA
2083,"paragraph",NA,"",NA,NA
2084,"paragraph",NA,"",NA,NA
2085,"paragraph",NA,"41:27-41:35",NA,NA
2086,"paragraph",NA,"Te Tiriti o Waitangi makes no provision for unilateral alteration of Ngātitoa's rights by the Crown or unilateral amendment at all.",NA,NA
2087,"paragraph",NA,"",NA,NA
2088,"paragraph",NA,"",NA,NA
2089,"paragraph",NA,"41:37-41:42",NA,NA
2090,"paragraph",NA,"Te Tiriti o Waitangi is an unchanging covenant between Ngātitoa and the Crown.",NA,NA
2091,"paragraph",NA,"",NA,NA
2092,"paragraph",NA,"",NA,NA
2093,"paragraph",NA,"41:43-41:51",NA,NA
2094,"paragraph",NA,"We have been constant in holding the Crown to account to uphold the guarantees they made to us in black and white.",NA,NA
2095,"paragraph",NA,"",NA,NA
2096,"paragraph",NA,"",NA,NA
2097,"paragraph",NA,"41:52-41:58",NA,NA
2098,"paragraph",NA,"In response, the Crown has already acknowledged in this House that it has failed to do so,",NA,NA
2099,"paragraph",NA,"",NA,NA
2100,"paragraph",NA,"",NA,NA
2101,"paragraph",NA,"41:58-42:05",NA,NA
2102,"paragraph",NA,"that it has breached the interests of Te Tirito Waitangi for Ngāti Toa repeatedly.",NA,NA
2103,"paragraph",NA,"",NA,NA
2104,"paragraph",NA,"",NA,NA
2105,"paragraph",NA,"42:06-42:12",NA,NA
2106,"paragraph",NA,"The Crown has already unreservedly apologised for those breaches which hurt and prejudiced Ngāti Toa.",NA,NA
2107,"paragraph",NA,"",NA,NA
2108,"paragraph",NA,"",NA,NA
2109,"paragraph",NA,"42:12-42:18",NA,NA
2110,"paragraph",NA,"Crown leaders solemnly stood in this house and sought to atone for those past wrongs,",NA,NA
2111,"paragraph",NA,"",NA,NA
2112,"paragraph",NA,"",NA,NA
2113,"paragraph",NA,"42:19-42:22",NA,NA
2114,"paragraph",NA,"to restore tarnished honour and begin a process of healing.",NA,NA
2115,"paragraph",NA,"",NA,NA
2116,"paragraph",NA,"",NA,NA
2117,"paragraph",NA,"42:24-42:28",NA,NA
2118,"paragraph",NA,"Instead of honour and healing, today Ngāti Toa returns to this house",NA,NA
2119,"paragraph",NA,"",NA,NA
2120,"paragraph",NA,"",NA,NA
2121,"paragraph",NA,"42:29-42:34",NA,NA
2122,"paragraph",NA,"to repudiate a bill that seeks to disempower and prejudice us once again.",NA,NA
2123,"paragraph",NA,"",NA,NA
2124,"paragraph",NA,"",NA,NA
2125,"paragraph",NA,"42:34-42:39",NA,NA
2126,"paragraph",NA,"A bill that sets aside true and justly affirmed rights.",NA,NA
2127,"paragraph",NA,"",NA,NA
2128,"paragraph",NA,"",NA,NA
2129,"paragraph",NA,"42:39-42:47",NA,NA
2130,"paragraph",NA,"A bill that misrepresents, manipulates and undermines legitimate constitutional foundations of this nation",NA,NA
2131,"paragraph",NA,"",NA,NA
2132,"paragraph",NA,"",NA,NA
2133,"paragraph",NA,"42:47-42:53",NA,NA
2134,"paragraph",NA,"A bill that is an international embarrassment for this nation and an indictment of its authors and supporters",NA,NA
2135,"paragraph",NA,"",NA,NA
2136,"paragraph",NA,"",NA,NA
2137,"paragraph",NA,"42:55-42:59",NA,NA
2138,"paragraph",NA,"Principle 3 of the Treaty Principles Bill says everyone is equal before the law",NA,NA
2139,"paragraph",NA,"",NA,NA
2140,"paragraph",NA,"",NA,NA
2141,"paragraph",NA,"42:59-43:01",NA,NA
2142,"paragraph",NA,"Is entitled to equal protection and benefit of the law",NA,NA
2143,"paragraph",NA,"",NA,NA
2144,"paragraph",NA,"",NA,NA
2145,"paragraph",NA,"43:02-43:05",NA,NA
2146,"paragraph",NA,"And equal enjoyment of the same human rights without discrimination",NA,NA
2147,"paragraph",NA,"",NA,NA
2148,"paragraph",NA,"",NA,NA
2149,"paragraph",NA,"43:05-43:08",NA,NA
2150,"paragraph",NA,"Ngāti Toa wholeheartedly agrees",NA,NA
2151,"paragraph",NA,"",NA,NA
2152,"paragraph",NA,"",NA,NA
2153,"paragraph",NA,"43:08-43:12",NA,NA
2154,"paragraph",NA,"with those ideas and supports their incorporation",NA,NA
2155,"paragraph",NA,"",NA,NA
2156,"paragraph",NA,"",NA,NA
2157,"paragraph",NA,"43:13-43:15",NA,NA
2158,"paragraph",NA,"into relevant statutes like the Bill of Rights.",NA,NA
2159,"paragraph",NA,"",NA,NA
2160,"paragraph",NA,"",NA,NA
2161,"paragraph",NA,"43:17-43:19",NA,NA
2162,"paragraph",NA,"Ngāti Tōs submits there is no contradiction",NA,NA
2163,"paragraph",NA,"",NA,NA
2164,"paragraph",NA,"",NA,NA
2165,"paragraph",NA,"43:20-43:22",NA,NA
2166,"paragraph",NA,"between honour institutiti or waitangi",NA,NA
2167,"paragraph",NA,"",NA,NA
2168,"paragraph",NA,"",NA,NA
2169,"paragraph",NA,"43:22-43:24",NA,NA
2170,"paragraph",NA,"and the principles of equality before the law",NA,NA
2171,"paragraph",NA,"",NA,NA
2172,"paragraph",NA,"",NA,NA
2173,"paragraph",NA,"43:25-43:27",NA,NA
2174,"paragraph",NA,"or equal enjoyment of human rights and non-discrimination.",NA,NA
2175,"paragraph",NA,"",NA,NA
2176,"paragraph",NA,"",NA,NA
2177,"paragraph",NA,"43:29-43:31",NA,NA
2178,"paragraph",NA,"New Zealand's laws already differentiate",NA,NA
2179,"paragraph",NA,"",NA,NA
2180,"paragraph",NA,"",NA,NA
2181,"paragraph",NA,"43:32-43:35",NA,NA
2182,"paragraph",NA,"between citizens every single day on the basis of age,",NA,NA
2183,"paragraph",NA,"",NA,NA
2184,"paragraph",NA,"",NA,NA
2185,"paragraph",NA,"43:35-43:38",NA,NA
2186,"paragraph",NA,"income, health, location, prior convictions, etc.",NA,NA
2187,"paragraph",NA,"",NA,NA
2188,"paragraph",NA,"",NA,NA
2189,"paragraph",NA,"43:39-43:41",NA,NA
2190,"paragraph",NA,"in pursuit of equitable public policy outcomes.",NA,NA
2191,"paragraph",NA,"",NA,NA
2192,"paragraph",NA,"",NA,NA
2193,"paragraph",NA,"43:42-43:46",NA,NA
2194,"paragraph",NA,"The conflation in this bill of equality before the law",NA,NA
2195,"paragraph",NA,"",NA,NA
2196,"paragraph",NA,"",NA,NA
2197,"paragraph",NA,"43:46-43:50",NA,NA
2198,"paragraph",NA,"and to Tiriti o Waitangi is just a shameful race-based dog whistle",NA,NA
2199,"paragraph",NA,"",NA,NA
2200,"paragraph",NA,"",NA,NA
2201,"paragraph",NA,"43:50-43:52",NA,NA
2202,"paragraph",NA,"to the uninformed and bigoted in this land",NA,NA
2203,"paragraph",NA,"",NA,NA
2204,"paragraph",NA,"",NA,NA
2205,"paragraph",NA,"43:53-43:54",NA,NA
2206,"paragraph",NA,"to create populist political support.",NA,NA
2207,"paragraph",NA,"",NA,NA
2208,"paragraph",NA,"",NA,NA
2209,"paragraph",NA,"43:55-43:57",NA,NA
2210,"paragraph",NA,"That's it. That's all that's going on here.",NA,NA
2211,"paragraph",NA,"",NA,NA
2212,"paragraph",NA,"",NA,NA
2213,"paragraph",NA,"43:59-44:02",NA,NA
2214,"paragraph",NA,"This treaty principles bill is a constitutional solution",NA,NA
2215,"paragraph",NA,"",NA,NA
2216,"paragraph",NA,"",NA,NA
2217,"paragraph",NA,"44:02-44:04",NA,NA
2218,"paragraph",NA,"looking for a problem, whānau.",NA,NA
2219,"paragraph",NA,"",NA,NA
2220,"paragraph",NA,"",NA,NA
2221,"paragraph",NA,"44:04-44:13",NA,NA
2222,"paragraph",NA,"To conclude, the biggest questions for every society are who decides and who decides who decides.",NA,NA
2223,"paragraph",NA,"",NA,NA
2224,"paragraph",NA,"",NA,NA
2225,"paragraph",NA,"44:14-44:22",NA,NA
2226,"paragraph",NA,"In this land, the legitimate answers to those questions have been provided by Te Tiriti o Waitangi since February 6, 1840.",NA,NA
2227,"paragraph",NA,"",NA,NA
2228,"paragraph",NA,"",NA,NA
2229,"paragraph",NA,"44:24-44:29",NA,NA
2230,"paragraph",NA,"Ngāti Toa reminds this house, this day, that treaties are for honouring, not settling.",NA,NA
2231,"paragraph",NA,"",NA,NA
2232,"paragraph",NA,"",NA,NA
2233,"paragraph",NA,"44:29-44:33",NA,NA
2234,"paragraph",NA,"and we look forward to resuming our nation's journey",NA,NA
2235,"paragraph",NA,"",NA,NA
2236,"paragraph",NA,"",NA,NA
2237,"paragraph",NA,"44:33-44:34",NA,NA
2238,"paragraph",NA,"of truth and reconciliation",NA,NA
2239,"paragraph",NA,"",NA,NA
2240,"paragraph",NA,"",NA,NA
2241,"paragraph",NA,"44:35-44:37",NA,NA
2242,"paragraph",NA,"with an honourable kawana-tanga partner",NA,NA
2243,"paragraph",NA,"",NA,NA
2244,"paragraph",NA,"",NA,NA
2245,"paragraph",NA,"44:37-44:39",NA,NA
2246,"paragraph",NA,"as soon as one reappears in this House.",NA,NA
2247,"paragraph",NA,"",NA,NA
2248,"paragraph",NA,"",NA,NA
2249,"paragraph",NA,"44:40-44:41",NA,NA
2250,"paragraph",NA,"Toi tu te tiriti.",NA,NA
2251,"paragraph",NA,"",NA,NA
2252,"paragraph",NA,"",NA,NA
2253,"paragraph",NA,"44:41-44:42",NA,NA
2254,"paragraph",NA,"Thank you, Hamlet.",NA,NA
2255,"paragraph",NA,"",NA,NA
2256,"paragraph",NA,"",NA,NA
2257,"paragraph",NA,"44:42-44:43",NA,NA
2258,"paragraph",NA,"We've got time for questions.",NA,NA
2259,"paragraph",NA,"",NA,NA
2260,"paragraph",NA,"",NA,NA
2261,"paragraph",NA,"44:43-44:44",NA,NA
2262,"paragraph",NA,"I'm going to start with Ginny Anderson,",NA,NA
2263,"paragraph",NA,"",NA,NA
2264,"paragraph",NA,"",NA,NA
2265,"paragraph",NA,"44:44-44:47",NA,NA
2266,"paragraph",NA,"then Debbie Ngārewa-Paka, and then Joseph.",NA,NA
2267,"paragraph",NA,"",NA,NA
2268,"paragraph",NA,"",NA,NA
2269,"paragraph",NA,"44:48-44:49",NA,NA
2270,"paragraph",NA,"Kia ora, te ronga pera.",NA,NA
2271,"paragraph",NA,"",NA,NA
2272,"paragraph",NA,"",NA,NA
2273,"paragraph",NA,"44:50-44:53",NA,NA
2274,"paragraph",NA,"It is unusual that we're hearing submissions on a bill",NA,NA
2275,"paragraph",NA,"",NA,NA
2276,"paragraph",NA,"",NA,NA
2277,"paragraph",NA,"44:54-44:56",NA,NA
2278,"paragraph",NA,"that is not proceeding any further,",NA,NA
2279,"paragraph",NA,"",NA,NA
2280,"paragraph",NA,"",NA,NA
2281,"paragraph",NA,"44:57-44:57",NA,NA
2282,"paragraph",NA,"according to this government.",NA,NA
2283,"paragraph",NA,"",NA,NA
2284,"paragraph",NA,"",NA,NA
2285,"paragraph",NA,"44:58-45:01",NA,NA
2286,"paragraph",NA,"Some might say it makes a mockery or a circus of this institution.",NA,NA
2287,"paragraph",NA,"",NA,NA
2288,"paragraph",NA,"",NA,NA
2289,"paragraph",NA,"45:02-45:06",NA,NA
2290,"paragraph",NA,"How do you think being here today reflects upon the leadership",NA,NA
2291,"paragraph",NA,"",NA,NA
2292,"paragraph",NA,"",NA,NA
2293,"paragraph",NA,"45:07-45:08",NA,NA
2294,"paragraph",NA,"by our Prime Minister?",NA,NA
2295,"paragraph",NA,"",NA,NA
2296,"paragraph",NA,"",NA,NA
2297,"paragraph",NA,"45:11-45:14",NA,NA
2298,"paragraph",NA,"That's a landmine you've invited me to stand on.",NA,NA
2299,"paragraph",NA,"",NA,NA
2300,"paragraph",NA,"",NA,NA
2301,"paragraph",NA,"45:16-45:20",NA,NA
2302,"paragraph",NA,"So look, I've been clear that because I have put my finger on National",NA,NA
2303,"paragraph",NA,"",NA,NA
2304,"paragraph",NA,"",NA,NA
2305,"paragraph",NA,"45:20-45:23",NA,NA
2306,"paragraph",NA,"and their responsibility as the leader of this coalition government",NA,NA
2307,"paragraph",NA,"",NA,NA
2308,"paragraph",NA,"",NA,NA
2309,"paragraph",NA,"45:23-45:28",NA,NA
2310,"paragraph",NA,"for enabling this political theatre that's played out in 2020",NA,NA
2311,"paragraph",NA,"",NA,NA
2312,"paragraph",NA,"",NA,NA
2313,"paragraph",NA,"45:28-45:34",NA,NA
2314,"paragraph",NA,"2024 and which is culminating in this process and it is regrettable the call was made but it is",NA,NA
2315,"paragraph",NA,"",NA,NA
2316,"paragraph",NA,"",NA,NA
2317,"paragraph",NA,"45:34-45:43",NA,NA
2318,"paragraph",NA,"regrettable at least in one material sense is that it has surfaced very clearly the dysfunctional",NA,NA
2319,"paragraph",NA,"",NA,NA
2320,"paragraph",NA,"",NA,NA
2321,"paragraph",NA,"45:43-45:48",NA,NA
2322,"paragraph",NA,"ideas that are still embraced by so many New Zealanders that are not based on truth",NA,NA
2323,"paragraph",NA,"",NA,NA
2324,"paragraph",NA,"",NA,NA
2325,"paragraph",NA,"45:49-45:54",NA,NA
2326,"paragraph",NA,"you know that that at least has been surfaced so while that's negative though I am grateful for it",NA,NA
2327,"paragraph",NA,"",NA,NA
2328,"paragraph",NA,"",NA,NA
2329,"paragraph",NA,"45:54-46:00",NA,NA
2330,"paragraph",NA,"been raised for this reason. It has enabled us to confront, I hope for the last time, those",NA,NA
2331,"paragraph",NA,"",NA,NA
2332,"paragraph",NA,"",NA,NA
2333,"paragraph",NA,"46:01-46:07",NA,NA
2334,"paragraph",NA,"fictions and putting them to bed. It has also enabled a degree of kotahi tanga for our people",NA,NA
2335,"paragraph",NA,"",NA,NA
2336,"paragraph",NA,"",NA,NA
2337,"paragraph",NA,"46:08-46:12",NA,NA
2338,"paragraph",NA,"across this motu that's unprecedented, which I think is a good thing. So that's probably",NA,NA
2339,"paragraph",NA,"",NA,NA
2340,"paragraph",NA,"",NA,NA
2341,"paragraph",NA,"46:12-46:13",NA,NA
2342,"paragraph",NA,"all I'll say about that.",NA,NA
2343,"paragraph",NA,"",NA,NA
2344,"paragraph",NA,"",NA,NA
2345,"paragraph",NA,"46:14-46:16",NA,NA
2346,"paragraph",NA,"We'll go a question from Debbie and then Joseph.",NA,NA
2347,"paragraph",NA,"",NA,NA
2348,"paragraph",NA,"",NA,NA
2349,"paragraph",NA,"46:16-46:23",NA,NA
2350,"paragraph",NA,"A tina koutou. My question is, in your submission, you're saying te tiriti is not a framework",NA,NA
2351,"paragraph",NA,"",NA,NA
2352,"paragraph",NA,"",NA,NA
2353,"paragraph",NA,"46:23-46:26",NA,NA
2354,"paragraph",NA,"for assimilation, it's a guarantee of partnership.",NA,NA
2355,"paragraph",NA,"",NA,NA
2356,"paragraph",NA,"",NA,NA
2357,"paragraph",NA,"46:26-46:30",NA,NA
2358,"paragraph",NA,"Can you explain while we have this political theatre in front of you",NA,NA
2359,"paragraph",NA,"",NA,NA
2360,"paragraph",NA,"",NA,NA
2361,"paragraph",NA,"46:31-46:36",NA,NA
2362,"paragraph",NA,"and to eliminate the fear, how does Ngāti Toa live that partnership",NA,NA
2363,"paragraph",NA,"",NA,NA
2364,"paragraph",NA,"",NA,NA
